Date,Close,Volume
6/14/2018,56.3234,11049707
6/15/2018,56.4123,12408270
6/18/2018,56.5209,9676910
6/19/2018,56.7284,9965474
6/20/2018,51.582,62091071
6/21/2018,50.0016,30722957
6/22/2018,50.614,24429564
6/25/2018,50.0411,15578586
6/26/2018,49.7645,12930561
6/27/2018,49.2311,14576867
6/28/2018,47.947,33210109
6/29/2018,48.2532,17413010
7/2/2018,48.4606,9870932
7/3/2018,48.1742,7517541
7/5/2018,48.0161,9630476
7/6/2018,48.3816,10711984
7/9/2018,49.2904,12811694
7/10/2018,49.804,9038021
7/11/2018,49.5274,9542401
7/12/2018,49.6361,9339200
7/13/2018,50.9894,21720110
7/16/2018,50.3177,16974920
7/17/2018,50.6535,11421330
7/18/2018,50.5251,13549524
7/19/2018,50.7128,11415630
7/20/2018,50.288,11033405
7/23/2018,50.5646,8406801
7/24/2018,50.5449,9921586
7/25/2018,50.9894,11370019
7/26/2018,50.8214,11114792
7/27/2018,51.5129,15770270
7/30/2018,51.2659,14448359
7/31/2018,51.7499,9228240
8/1/2018,51.2956,11952400
8/2/2018,51.0486,13636439
8/3/2018,51.5919,8246476
8/6/2018,51.4339,6505777
8/7/2018,51.4339,5869803
8/8/2018,51.2747,7258334
8/9/2018,51.6427,7175435
8/10/2018,51.2349,10539692
8/13/2018,51.5333,7911311
8/14/2018,52.3092,9385434
8/15/2018,52.4683,9566235
8/16/2018,52.7568,8721212
8/17/2018,53.274,8166981
8/20/2018,53.6321,9791538
8/21/2018,53.7116,7990040
8/22/2018,52.5379,10369620
8/23/2018,52.3788,8567574
8/24/2018,52.4683,9850039
8/27/2018,52.6871,6443156
8/28/2018,52.7667,7171873
8/29/2018,52.9656,6604919
8/30/2018,52.8164,5576425
8/31/2018,53.1646,10892775
9/4/2018,53.2441,8235166
9/5/2018,53.5028,7966579
9/6/2018,53.9205,7803422
9/7/2018,54.567,10231692
9/10/2018,54.6765,8621174
9/11/2018,54.8257,7873859
9/12/2018,54.6765,7297268
9/13/2018,54.5969,8566607
9/14/2018,54.4576,6827670
9/17/2018,54.2786,9277192
9/18/2018,54.7759,7569586
9/19/2018,55.134,7451644
9/20/2018,56.1287,10582603
9/21/2018,57.1432,25800450
9/24/2018,56.3873,10616004
9/25/2018,56.5962,9445481
9/26/2018,56.9642,7757332
9/27/2018,57.0338,6606185
9/28/2018,56.5365,8975955
10/1/2018,55.2832,12727584
10/2/2018,55.2931,12680838
10/3/2018,55.1738,7383546
10/4/2018,55.5915,9722043
10/5/2018,55.4622,9734042
10/8/2018,56.2381,9624260
10/9/2018,57.4018,24855677
10/10/2018,55.7109,14190452
10/11/2018,54.567,15316853
10/12/2018,56.1486,13980461
10/15/2018,56.447,10175142
10/16/2018,57.5013,11731398
10/17/2018,58.7844,14631015
10/18/2018,58.3269,12184673
10/19/2018,58.3468,10180500
10/22/2018,58.5855,8680150
10/23/2018,58.496,12834169
10/24/2018,57.75,12189685
10/25/2018,58.6452,9569597
10/26/2018,57.7599,13367726
10/29/2018,58.0583,14412820
10/30/2018,58.2771,14230072
10/31/2018,57.9588,11560416
11/1/2018,58.3169,18772357
11/2/2018,63.9765,45572997
11/5/2018,64.1357,23242808
11/6/2018,65.6575,16065429
11/7/2018,67.796,16465020
11/8/2018,68.353,14081663
11/9/2018,68.2337,8637203
11/12/2018,67.5474,12789647
11/13/2018,67.05,16636978
11/14/2018,67.04,13350450
11/15/2018,67.62,15246503
11/16/2018,68.16,9287882
11/19/2018,67.91,10855387
11/20/2018,67.18,11208855
11/21/2018,66.77,10978166
11/23/2018,65.7,7779765
11/26/2018,65.69,13066763
11/27/2018,66.08,13169085
11/28/2018,66.82,12867734
11/29/2018,66.88,9605484
11/30/2018,66.72,27309197
12/3/2018,67.5,13834742
12/4/2018,66.65,13555064
12/6/2018,66.55,17222196
12/7/2018,65.47,11057454
12/10/2018,65.49,12148308
12/11/2018,65.92,10903364
12/12/2018,66.13,11116217
12/13/2018,66.91,10016213
12/14/2018,65.34,16834020
12/17/2018,64.47,15143054
12/18/2018,64.92,10523476
12/19/2018,64.06,14390146
12/20/2018,62.15,20264918
12/21/2018,61.39,23524888
12/24/2018,60.56,6323252
12/26/2018,63.08,16646238
12/27/2018,63.2,11308081
12/28/2018,63.39,7712127
12/31/2018,64.4,7690183
